Timestamp,Milliseconds,LinLeft,LinRight,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
2025-10-05 17:32:57,209,20285,20264,1.012,-0.025,-0.054,-3.906,2.38,-1.77
2025-10-05 17:32:57,227,20285,20264,0.952,-0.035,-0.129,-2.93,1.587,-1.831
2025-10-05 17:32:57,247,20285,20264,0.988,-0.014,-0.085,-2.93,0.366,-0.427
2025-10-05 17:32:57,266,20305,20264,1.043,-0.004,-0.064,-3.479,3.296,-0.977
2025-10-05 17:32:57,285,20285,20264,0.997,-0.029,-0.126,-3.479,0.916,-1.648
2025-10-05 17:32:57,304,20285,20264,0.958,-0.026,-0.187,-3.479,1.709,-1.404
2025-10-05 17:32:57,323,20285,20264,0.948,-0.015,-0.182,-4.028,2.136,-1.465
2025-10-05 17:32:57,341,20285,20264,1.005,-0.001,-0.154,-4.395,3.113,-1.709
2025-10-05 17:32:57,361,20285,20264,1.031,-0.005,-0.143,-4.761,3.845,-0.854
2025-10-05 17:32:57,380,20285,20264,1.043,0.012,-0.092,-5.31,2.808,-0.183
2025-10-05 17:32:57,399,20285,20264,0.958,0.028,-0.038,-6.165,3.235,-0.122
2025-10-05 17:32:57,418,20285,20264,0.86,0.003,-0.171,-7.202,3.052,-0.916
2025-10-05 17:32:57,437,20285,20264,1.022,-0.032,-0.143,-7.629,2.075,-0.366
2025-10-05 17:32:57,455,20285,20264,1.04,-0.021,-0.123,-8.85,0.366,0.061
2025-10-05 17:32:57,475,20285,20264,0.994,-0.028,-0.147,-9.521,-0.488,0.244
2025-10-05 17:32:57,494,20285,20264,0.938,0.014,-0.124,-10.803,1.465,0.244
2025-10-05 17:32:57,513,20285,20264,0.977,0.044,-0.1,-11.902,-0.488,0.854
2025-10-05 17:32:57,532,20285,20264,1.014,0.056,-0.055,-12.939,1.77,1.343
2025-10-05 17:32:57,550,20285,20264,1,0.069,-0.044,-13.489,-1.282,2.991
2025-10-05 17:32:57,570,20285,20264,0.955,0.072,-0.119,-13.977,-4.211,3.357
2025-10-05 17:32:57,589,20285,20264,1.021,0.066,-0.112,-13.428,-1.099,3.723
2025-10-05 17:32:57,608,20285,20264,1.04,0.06,-0.125,-13.184,-2.563,4.089
2025-10-05 17:32:57,627,20285,20264,1.04,0.018,-0.078,-12.329,2.93,3.662
2025-10-05 17:32:57,646,20285,20264,0.952,-0.012,-0.098,-12.207,-2.441,4.517
2025-10-05 17:32:57,665,20285,20264,0.972,-0.023,-0.059,-12.39,-6.409,4.211
2025-10-05 17:32:57,684,20285,20264,0.976,-0.013,-0.123,-11.719,1.221,3.906
2025-10-05 17:32:57,703,20285,20264,1.015,-0.004,-0.084,-10.498,0.916,4.272
2025-10-05 17:32:57,722,20285,20264,1.011,0.021,-0.072,-9.705,-3.052,4.333
2025-10-05 17:32:57,741,20285,20264,0.967,0.027,-0.076,-8.545,-3.906,4.7
2025-10-05 17:32:57,760,20305,20264,0.962,0.001,-0.06,-6.47,2.38,3.601
2025-10-05 17:32:57,779,20285,20264,0.987,-0.031,-0.025,-4.639,0.916,2.93
2025-10-05 17:32:57,798,20305,20264,0.981,-0.056,-0.04,-3.052,-1.465,2.808
2025-10-05 17:32:57,817,20285,20264,0.964,-0.082,-0.069,-0.793,0.122,2.502
2025-10-05 17:32:57,835,20285,20264,1.004,-0.076,-0.045,0.305,1.282,1.953
2025-10-05 17:32:57,855,20285,20264,0.985,-0.08,-0.061,1.77,0.061,1.282
2025-10-05 17:32:57,874,20285,20264,0.968,-0.062,-0.064,4.517,1.16,1.099
2025-10-05 17:32:57,893,20285,20264,0.969,-0.062,-0.1,6.653,0.793,-0.061
2025-10-05 17:32:57,911,20305,20285,1.003,-0.058,-0.098,9.46,-0.671,0.366
